image,class,count
1478020319193265623.jpg,trafficLight,10
1478020319693488463.jpg,car,2
1478020319693488463.jpg,pedestrian,2
1478020319693488463.jpg,trafficLight,10
1478020320192461472.jpg,car,2
1478020320192461472.jpg,pedestrian,2
1478020320192461472.jpg,trafficLight,10
1478020320699088978.jpg,car,2
1478020320699088978.jpg,pedestrian,2
1478020320699088978.jpg,trafficLight,10
1478020321192701647.jpg,car,2
1478020321192701647.jpg,pedestrian,2
1478020321192701647.jpg,trafficLight,6
1478020321699781625.jpg,car,2
1478020321699781625.jpg,pedestrian,2
1478020321699781625.jpg,trafficLight,6
1478020322201167682.jpg,car,2
1478020322201167682.jpg,pedestrian,2
1478020322201167682.jpg,trafficLight,6
1478020322699421346.jpg,car,4
1478020322699421346.jpg,pedestrian,4
1478020322699421346.jpg,trafficLight,6
1478020323193391801.jpg,car,4
1478020323193391801.jpg,pedestrian,4
1478020323193391801.jpg,trafficLight,6
1478020323692084553.jpg,car,8
1478020323692084553.jpg,pedestrian,4
1478020323692084553.jpg,trafficLight,6
1478020324191848206.jpg,car,12
1478020324191848206.jpg,pedestrian,4
1478020324191848206.jpg,trafficLight,6
1478020324697956163.jpg,car,14
1478020324697956163.jpg,pedestrian,4
1478020324697956163.jpg,trafficLight,6
1478020325197357739.jpg,car,8
1478020325197357739.jpg,pedestrian,2
1478020325197357739.jpg,trafficLight,2
1478020325699846674.jpg,car,8
1478020325699846674.jpg,trafficLight,2
1478020326199469155.jpg,car,2
1478020326199469155.jpg,trafficLight,2
1478020326699348007.jpg,trafficLight,4
1478020327192506496.jpg,pedestrian,4
1478020327192506496.jpg,trafficLight,4
1478020327699839481.jpg,pedestrian,4
1478020327699839481.jpg,trafficLight,2
1478020328199849964.jpg,car,6
1478020328199849964.jpg,pedestrian,4
1478020328199849964.jpg,trafficLight,2
1478020328701570552.jpg,car,8
1478020328701570552.jpg,pedestrian,4
1478020329201566841.jpg,car,12
1478020329201566841.jpg,pedestrian,2
1478020329695319059.jpg,car,12
1478020329695319059.jpg,pedestrian,2
1478020330195120674.jpg,car,14
1478020330195120674.jpg,pedestrian,2
1478020330702034893.jpg,car,14
1478020330702034893.jpg,pedestrian,2
1478020331195227455.jpg,car,16
1478020331195227455.jpg,pedestrian,2
1478020331701359962.jpg,car,20
1478020331701359962.jpg,pedestrian,2
1478020332195713692.jpg,car,16
1478020332195713692.jpg,pedestrian,2
1478020332695032368.jpg,car,16
1478020332695032368.jpg,pedestrian,2
1478020333195378464.jpg,car,14
1478020333195378464.jpg,pedestrian,2
1478020333694644558.jpg,car,14
1478020334201915697.jpg,car,14
1478020334700996345.jpg,car,12
1478020335202316714.jpg,car,12
1478020335694611900.jpg,car,12
1478020336194602291.jpg,car,12
1478020336695013518.jpg,car,6
1478020337202186521.jpg,car,2
1478020337695556058.jpg,car,8
1478020337695556058.jpg,trafficLight,2
1478020338196262458.jpg,car,8
1478020338196262458.jpg,trafficLight,2
1478020338695742081.jpg,car,6
1478020338695742081.jpg,pedestrian,2
1478020338695742081.jpg,trafficLight,2
1478020339194926865.jpg,car,6
1478020339194926865.jpg,pedestrian,4
1478020339194926865.jpg,trafficLight,2
1478020339694237088.jpg,car,4
1478020339694237088.jpg,pedestrian,6
1478020339694237088.jpg,trafficLight,4
1478020340193948464.jpg,car,4
1478020340193948464.jpg,pedestrian,6
1478020340193948464.jpg,trafficLight,4
1478020340701643684.jpg,car,4
1478020340701643684.jpg,pedestrian,10
1478020340701643684.jpg,trafficLight,4
1478020341201277146.jpg,car,6
1478020341201277146.jpg,pedestrian,10
1478020341201277146.jpg,trafficLight,4
1478020341695199752.jpg,car,8
1478020341695199752.jpg,pedestrian,10
1478020341695199752.jpg,trafficLight,4
1478020342195218253.jpg,car,6
1478020342195218253.jpg,pedestrian,14
1478020342195218253.jpg,trafficLight,6
1478020342694919917.jpg,car,6
1478020342694919917.jpg,pedestrian,16
1478020342694919917.jpg,trafficLight,6
1478020343194931440.jpg,car,8
1478020343194931440.jpg,pedestrian,14
1478020343194931440.jpg,trafficLight,6
1478020343694939358.jpg,car,6
1478020343694939358.jpg,pedestrian,14
1478020343694939358.jpg,trafficLight,6
1478020344194617393.jpg,car,6
1478020344194617393.jpg,pedestrian,16
1478020344194617393.jpg,trafficLight,6
1478020344702639556.jpg,car,8
1478020344702639556.jpg,pedestrian,18
1478020344702639556.jpg,trafficLight,6
1478020345195889029.jpg,car,16
1478020345195889029.jpg,pedestrian,8
1478020345195889029.jpg,trafficLight,6
1478020345696924923.jpg,car,18
1478020345696924923.jpg,pedestrian,6
1478020345696924923.jpg,trafficLight,6
1478020346194823680.jpg,car,18
1478020346194823680.jpg,pedestrian,6
1478020346194823680.jpg,trafficLight,6
1478020346695259167.jpg,car,16
1478020346695259167.jpg,pedestrian,6
1478020346695259167.jpg,trafficLight,6
1478020347194861431.jpg,car,16
1478020347194861431.jpg,pedestrian,6
1478020347194861431.jpg,trafficLight,6
1478020347695141128.jpg,car,16
1478020347695141128.jpg,pedestrian,4
1478020347695141128.jpg,trafficLight,6
1478020348195617788.jpg,car,10
1478020348195617788.jpg,pedestrian,4
1478020348195617788.jpg,trafficLight,6
1478020348696326192.jpg,car,8
1478020348696326192.jpg,pedestrian,2
1478020348696326192.jpg,trafficLight,6
1478020349196446872.jpg,car,6
1478020349196446872.jpg,trafficLight,6
1478020349696136520.jpg,car,8
1478020349696136520.jpg,trafficLight,6
1478020350194803939.jpg,car,8
1478020350194803939.jpg,trafficLight,4
1478020350695713599.jpg,car,4
1478020350695713599.jpg,pedestrian,2
1478020350695713599.jpg,trafficLight,4
1478020351195471769.jpg,car,2
1478020351195471769.jpg,pedestrian,2
1478020351195471769.jpg,trafficLight,4
1478020351703772183.jpg,car,2
1478020351703772183.jpg,pedestrian,4
1478020351703772183.jpg,trafficLight,4
1478020352201615863.jpg,car,10
1478020352201615863.jpg,pedestrian,6
1478020352201615863.jpg,trafficLight,4
1478020352694716692.jpg,car,16
1478020352694716692.jpg,pedestrian,6
1478020352694716692.jpg,trafficLight,4
1478020353200843711.jpg,car,16
1478020353200843711.jpg,pedestrian,6
1478020353200843711.jpg,trafficLight,4
1478020353702984850.jpg,car,12
1478020353702984850.jpg,pedestrian,8
1478020353702984850.jpg,trafficLight,4
1478020354202050777.jpg,car,12
1478020354202050777.jpg,pedestrian,8
1478020354202050777.jpg,trafficLight,4
1478020354702890961.jpg,car,12
1478020354702890961.jpg,pedestrian,8
1478020354702890961.jpg,trafficLight,4
1478020355210173370.jpg,car,12
1478020355210173370.jpg,pedestrian,8
1478020355210173370.jpg,trafficLight,4
1478020355695816598.jpg,car,12
1478020355695816598.jpg,pedestrian,8
1478020355695816598.jpg,trafficLight,4
1478020356195215549.jpg,car,12
1478020356195215549.jpg,pedestrian,8
1478020356195215549.jpg,trafficLight,4
1478020356695872242.jpg,car,12
1478020356695872242.jpg,pedestrian,8
1478020356695872242.jpg,trafficLight,4
1478020357195968395.jpg,car,12
1478020357195968395.jpg,pedestrian,8
1478020357195968395.jpg,trafficLight,4
1478020357702596226.jpg,car,12
1478020357702596226.jpg,pedestrian,8
1478020357702596226.jpg,trafficLight,4
1478020358197087411.jpg,car,12
1478020358197087411.jpg,pedestrian,8
1478020358197087411.jpg,trafficLight,4
1478020358696188781.jpg,car,12
1478020358696188781.jpg,pedestrian,8
1478020358696188781.jpg,trafficLight,4
1478020359195076489.jpg,car,12
1478020359195076489.jpg,pedestrian,8
1478020359195076489.jpg,trafficLight,4
1478020359695807829.jpg,car,10
1478020359695807829.jpg,pedestrian,8
1478020359695807829.jpg,trafficLight,4
1478020360196193141.jpg,car,10
1478020360196193141.jpg,pedestrian,4
1478020360196193141.jpg,trafficLight,4
1478020360702710475.jpg,car,10
1478020360702710475.jpg,pedestrian,4
1478020360702710475.jpg,trafficLight,4
1478020361197003734.jpg,car,10
1478020361197003734.jpg,pedestrian,4
1478020361197003734.jpg,trafficLight,2
1478020361696207978.jpg,car,10
1478020361696207978.jpg,pedestrian,6
1478020361696207978.jpg,trafficLight,2
1478020362196177674.jpg,car,10
1478020362196177674.jpg,pedestrian,6
1478020362196177674.jpg,trafficLight,2
1478020362696871190.jpg,car,6
1478020362696871190.jpg,pedestrian,2
1478020362696871190.jpg,trafficLight,2
1478020363197149061.jpg,car,6
1478020363197149061.jpg,pedestrian,6
1478020363197149061.jpg,trafficLight,2
1478020363696079371.jpg,car,6
1478020363696079371.jpg,pedestrian,6
1478020364195691554.jpg,car,6
1478020364195691554.jpg,pedestrian,4
1478020364701202643.jpg,car,8
1478020364701202643.jpg,pedestrian,2
1478020365195090332.jpg,car,8
1478020365195090332.jpg,pedestrian,6
1478020365695548477.jpg,car,8
1478020366196699943.jpg,car,8
1478020366695998008.jpg,car,8
1478020367202451748.jpg,car,6
1478020367702338490.jpg,car,6
1478020367702338490.jpg,pedestrian,2
1478020368195941430.jpg,car,4
1478020368195941430.jpg,pedestrian,2
1478020368696643630.jpg,car,8
1478020369195764352.jpg,car,8
1478020369696317469.jpg,car,8
1478020370196441216.jpg,car,8
1478020370696161352.jpg,car,8
1478020371204216348.jpg,car,5
1478020371204216348.jpg,pedestrian,1
1478020371703470462.jpg,car,10
1478020371703470462.jpg,pedestrian,2
1478020372196222320.jpg,car,10
1478020372196222320.jpg,pedestrian,2
1478020372697230776.jpg,car,8
1478020372697230776.jpg,pedestrian,2
1478020372697230776.jpg,trafficLight,2
1478020373196452119.jpg,car,6
1478020373196452119.jpg,pedestrian,2
1478020373196452119.jpg,trafficLight,2
1478020373697628758.jpg,car,6
1478020373697628758.jpg,pedestrian,4
1478020373697628758.jpg,trafficLight,2
1478020374197790017.jpg,car,4
1478020374197790017.jpg,pedestrian,6
1478020374197790017.jpg,trafficLight,2
1478020374697621063.jpg,car,4
1478020374697621063.jpg,pedestrian,6
1478020374697621063.jpg,trafficLight,4
1478020375203307356.jpg,pedestrian,4
1478020375203307356.jpg,trafficLight,2
1478020375696636043.jpg,pedestrian,6
1478020375696636043.jpg,trafficLight,2
1478020376197194944.jpg,pedestrian,6
1478020376197194944.jpg,trafficLight,2
1478020376696500355.jpg,pedestrian,6
1478020376696500355.jpg,trafficLight,2
1478020377196244295.jpg,car,2
1478020377196244295.jpg,pedestrian,8
1478020377196244295.jpg,trafficLight,2
1478020377696584984.jpg,car,2
1478020377696584984.jpg,pedestrian,8
1478020377696584984.jpg,trafficLight,2
1478020378204476396.jpg,car,2
1478020378204476396.jpg,pedestrian,8
1478020378204476396.jpg,trafficLight,4
1478020378703529114.jpg,car,2
1478020378703529114.jpg,pedestrian,8
1478020378703529114.jpg,trafficLight,4
1478020379201639102.jpg,car,2
1478020379201639102.jpg,pedestrian,8
1478020379201639102.jpg,trafficLight,4
1478020379697057081.jpg,car,2
1478020379697057081.jpg,pedestrian,8
1478020379697057081.jpg,trafficLight,4
1478020380203053395.jpg,car,2
1478020380203053395.jpg,pedestrian,6
1478020380203053395.jpg,trafficLight,6
1478020380702593247.jpg,car,2
1478020380702593247.jpg,pedestrian,4
1478020380702593247.jpg,trafficLight,6
1478020381205247557.jpg,car,2
1478020381205247557.jpg,pedestrian,4
1478020381205247557.jpg,trafficLight,6
1478020381697016635.jpg,car,2
1478020381697016635.jpg,pedestrian,4
1478020381697016635.jpg,trafficLight,6
1478020382202253558.jpg,car,2
1478020382202253558.jpg,trafficLight,6
1478020382696651481.jpg,car,2
1478020382696651481.jpg,pedestrian,2
1478020382696651481.jpg,trafficLight,6
1478020383203866111.jpg,car,2
1478020383203866111.jpg,pedestrian,4
1478020383203866111.jpg,trafficLight,6
1478020383696274836.jpg,car,2
1478020383696274836.jpg,pedestrian,4
1478020383696274836.jpg,trafficLight,6
1478020384196905587.jpg,car,2
1478020384196905587.jpg,pedestrian,2
1478020384196905587.jpg,trafficLight,6
1478020384704893124.jpg,car,1
1478020384704893124.jpg,pedestrian,1
1478020384704893124.jpg,trafficLight,3
1478020385196089931.jpg,car,2
1478020385196089931.jpg,pedestrian,2
1478020385196089931.jpg,trafficLight,6
1478020385703960375.jpg,pedestrian,2
1478020385703960375.jpg,trafficLight,6
1478020386196449215.jpg,pedestrian,2
1478020386196449215.jpg,trafficLight,6
1478020386703471170.jpg,car,2
1478020386703471170.jpg,pedestrian,2
1478020386703471170.jpg,trafficLight,6
1478020387201418954.jpg,car,4
1478020387201418954.jpg,pedestrian,2
1478020387201418954.jpg,trafficLight,6
1478020387703218708.jpg,pedestrian,2
1478020387703218708.jpg,trafficLight,4
1478020387703218708.jpg,truck,2
1478020388195867941.jpg,pedestrian,4
1478020388195867941.jpg,trafficLight,4
1478020388696407620.jpg,pedestrian,6
1478020388696407620.jpg,trafficLight,4
1478020389202146370.jpg,pedestrian,10
1478020389202146370.jpg,trafficLight,4
1478020389704263398.jpg,biker,2
1478020389704263398.jpg,pedestrian,10
1478020389704263398.jpg,trafficLight,4
1478020390196268259.jpg,biker,2
1478020390196268259.jpg,pedestrian,6
1478020390196268259.jpg,trafficLight,4
1478020390703425835.jpg,biker,2
1478020390703425835.jpg,pedestrian,6
1478020390703425835.jpg,trafficLight,4
1478020391206064928.jpg,biker,2
1478020391206064928.jpg,pedestrian,10
1478020391206064928.jpg,trafficLight,4
1478020391703290567.jpg,biker,2
1478020391703290567.jpg,pedestrian,10
1478020391703290567.jpg,trafficLight,4
1478020392196600687.jpg,biker,2
1478020392196600687.jpg,pedestrian,10
1478020392196600687.jpg,trafficLight,4
1478020392696493853.jpg,biker,2
1478020392696493853.jpg,pedestrian,8
1478020392696493853.jpg,trafficLight,4
1478020393203650609.jpg,biker,2
1478020393203650609.jpg,pedestrian,10
1478020393203650609.jpg,trafficLight,4
1478020393703157255.jpg,pedestrian,10
1478020393703157255.jpg,trafficLight,4
1478020394202260504.jpg,pedestrian,12
1478020394202260504.jpg,trafficLight,4
1478020394698595413.jpg,pedestrian,5
1478020394698595413.jpg,trafficLight,2
1478020395203710120.jpg,pedestrian,12
1478020395203710120.jpg,trafficLight,4
1478020395702462979.jpg,pedestrian,12
1478020395702462979.jpg,trafficLight,4
1478020396202443300.jpg,pedestrian,12
1478020396202443300.jpg,trafficLight,4
1478020396702604628.jpg,pedestrian,12
1478020396702604628.jpg,trafficLight,4
1478020397202415082.jpg,pedestrian,10
1478020397202415082.jpg,trafficLight,4
1478020397706700669.jpg,pedestrian,10
1478020397706700669.jpg,trafficLight,4
1478020398203781769.jpg,pedestrian,10
1478020398203781769.jpg,trafficLight,4
1478020398697931687.jpg,pedestrian,8
1478020398697931687.jpg,trafficLight,4
1478020399196566235.jpg,pedestrian,8
1478020399196566235.jpg,trafficLight,4
1478020399703665484.jpg,pedestrian,8
1478020399703665484.jpg,trafficLight,4
1478020400202877340.jpg,pedestrian,4
1478020400202877340.jpg,trafficLight,4
1478020400703406587.jpg,pedestrian,4
1478020400703406587.jpg,trafficLight,4
1478020401196708835.jpg,pedestrian,4
1478020401196708835.jpg,trafficLight,4
1478020401703242758.jpg,pedestrian,6
1478020401703242758.jpg,trafficLight,8
1478020402203418319.jpg,pedestrian,8
1478020402203418319.jpg,trafficLight,8
1478020402697679781.jpg,pedestrian,8
1478020402697679781.jpg,trafficLight,4
1478020403198627567.jpg,pedestrian,8
1478020403198627567.jpg,trafficLight,4
1478020403704214479.jpg,car,2
1478020403704214479.jpg,pedestrian,10
1478020403704214479.jpg,trafficLight,4
1478020404207191579.jpg,car,2
1478020404207191579.jpg,pedestrian,6
1478020404207191579.jpg,trafficLight,4
1478020404697145592.jpg,car,2
1478020404697145592.jpg,pedestrian,2
1478020405196532390.jpg,car,2
1478020405196532390.jpg,pedestrian,2
1478020405697361382.jpg,car,4
1478020405697361382.jpg,pedestrian,2
1478020406203259021.jpg,car,6
1478020406703197477.jpg,car,6
1478020407198037777.jpg,car,8
1478020407697886487.jpg,car,8
1478020408197438451.jpg,car,8
1478020408697085442.jpg,car,8
1478020409196924823.jpg,car,8
1478020409704743690.jpg,car,12
1478020410203499306.jpg,car,10
1478020410705406841.jpg,car,8
1478020411197488296.jpg,car,6
1478020411697613689.jpg,car,6
1478020412197549698.jpg,car,12
1478020412197549698.jpg,trafficLight,2
1478020412698288992.jpg,car,6
1478020413198498857.jpg,car,8
1478020413697924746.jpg,car,8
1478020414199199158.jpg,car,8
1478020414199199158.jpg,pedestrian,2
1478020414199199158.jpg,trafficLight,8
1478020414698821141.jpg,car,8
1478020414698821141.jpg,pedestrian,2
1478020414698821141.jpg,trafficLight,8
1478020415199408743.jpg,car,12
1478020415199408743.jpg,pedestrian,4
1478020415199408743.jpg,trafficLight,8
1478020415698506223.jpg,car,10
1478020415698506223.jpg,pedestrian,4
1478020415698506223.jpg,trafficLight,8
1478020416199395584.jpg,car,12
1478020416199395584.jpg,pedestrian,4
1478020416199395584.jpg,trafficLight,10
1478020416697582576.jpg,car,24
1478020416697582576.jpg,pedestrian,4
1478020416697582576.jpg,trafficLight,10
1478020417197536343.jpg,car,26
1478020417197536343.jpg,pedestrian,8
1478020417197536343.jpg,trafficLight,12
1478020417697698243.jpg,car,28
1478020417697698243.jpg,pedestrian,8
1478020417697698243.jpg,trafficLight,12
1478020418204507452.jpg,car,24
1478020418204507452.jpg,pedestrian,6
1478020418204507452.jpg,trafficLight,14
1478020418704157608.jpg,car,28
1478020418704157608.jpg,pedestrian,4
1478020418704157608.jpg,trafficLight,16
1478020419204218613.jpg,car,30
1478020419204218613.jpg,pedestrian,2
1478020419204218613.jpg,trafficLight,28
1478020419697386200.jpg,car,30
1478020419697386200.jpg,pedestrian,2
1478020419697386200.jpg,trafficLight,30
1478020420204575229.jpg,car,32
1478020420204575229.jpg,pedestrian,2
1478020420204575229.jpg,trafficLight,30
1478020420705248954.jpg,car,30
1478020420705248954.jpg,pedestrian,2
1478020420705248954.jpg,trafficLight,30
1478020421204833659.jpg,car,30
1478020421204833659.jpg,pedestrian,2
1478020421204833659.jpg,trafficLight,26
1478020421703195424.jpg,car,32
1478020421703195424.jpg,pedestrian,2
1478020421703195424.jpg,trafficLight,24
1478020422196622112.jpg,car,26
1478020422196622112.jpg,pedestrian,2
1478020422196622112.jpg,trafficLight,24
1478020422696366401.jpg,car,28
1478020422696366401.jpg,pedestrian,2
1478020422696366401.jpg,trafficLight,28
1478020423202642910.jpg,car,24
1478020423202642910.jpg,pedestrian,2
1478020423202642910.jpg,trafficLight,28
1478020423696984256.jpg,car,18
1478020423696984256.jpg,pedestrian,2
1478020423696984256.jpg,trafficLight,28
1478020424204607447.jpg,car,22
1478020424204607447.jpg,pedestrian,2
1478020424204607447.jpg,trafficLight,26
1478020424703748932.jpg,car,20
1478020424703748932.jpg,pedestrian,6
1478020424703748932.jpg,trafficLight,26
1478020425202215391.jpg,car,8
1478020425202215391.jpg,pedestrian,2
1478020425202215391.jpg,trafficLight,12
1478020425696235631.jpg,car,8
1478020425696235631.jpg,pedestrian,4
1478020425696235631.jpg,trafficLight,12
1478020426202391278.jpg,car,10
1478020426202391278.jpg,pedestrian,6
1478020426202391278.jpg,trafficLight,12
1478020426702527696.jpg,biker,2
1478020426702527696.jpg,car,10
